Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,El Salvador,SLV,8.117,6.801,6.581,6.584,6.594,6.61,6.633,6.66,6.691,6.725,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Equatorial Guinea,GNQ,17.642,13.988,11.62,11.361,11.115,10.89,10.689,10.509,10.344,10.186,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Eritrea,ERI,15.811,11.295,8.554,8.288,8.03,7.778,7.535,7.299,7.071,6.854,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Estonia,EST,12.4,13.2,12.1,11.9,11.5,11.7,11.6,11.8,11.6,11.7,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Eswatini,SWZ,9.11,14.122,13.294,12.588,11.907,11.275,10.711,10.236,9.861,9.585,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Ethiopia,ETH,18.133,14.015,8.825,8.388,8.015,7.698,7.426,7.195,6.997,6.825,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Faroe Islands,FRO,7.5,7.7,8,7.2,8,8.5,7.6,8.1,7.7,7.6,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Fiji,FJI,6.29,6.077,6.583,6.632,6.685,6.747,6.818,6.9,6.992,7.091,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Finland,FIN,10,9.5,9.3,9.5,9.4,9.6,9.5,9.6,9.6,9.8,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,France,FRA,9.3,8.9,8.5,8.5,8.4,8.7,8.7,8.5,8.9,8.8,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,French Polynesia,PYF,5.486,4.811,4.884,4.957,5.039,5.125,5.209,5.289,5.365,5.44,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Gabon,GAB,11.049,11.226,9.473,9.159,8.858,8.57,8.298,8.046,7.818,7.616,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,"Gambia, The",GMB,14.34,11.574,9.231,9.03,8.844,8.67,8.506,8.35,8.202,8.063,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Georgia,GEO,9.407,9.91,12.146,12.476,12.755,12.974,13.131,13.222,13.252,13.228,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Germany,DEU,11.6,10.2,10.4,10.5,10.6,10.8,11.1,10.7,11.3,11.2,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Ghana,GHA,10.892,10.701,9.32,9.148,8.983,8.819,8.652,8.483,8.314,8.146,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Greece,GRC,9.2,9.7,9.8,9.8,10,10.6,10.2,10.4,11.2,11,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Greenland,GRL,8.4,8,7.8,9,8.4,8.1,8,8.2,8.5,8.7,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Grenada,GRD,8.54,8.195,7.547,7.448,7.356,7.276,7.211,7.162,7.129,7.109,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Guam,GUM,4.709,4.545,4.76,4.785,4.815,4.851,4.895,4.945,5.002,5.065,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Guatemala,GTM,8.538,6.235,5.229,5.145,5.068,5,4.943,4.897,4.861,4.833,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Guinea,GIN,17.095,15.331,11.526,11.147,10.819,10.514,10.209,9.899,9.582,9.261,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Guinea-Bissau,GNB,17.178,14.041,12.224,11.993,11.758,11.518,11.274,11.028,10.781,10.537,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Guyana,GUY,8.29,7.775,7.811,7.873,7.937,8.001,8.06,8.115,8.164,8.21,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Haiti,HTI,13.099,10.901,9.399,9.23,9.077,8.942,8.827,8.732,8.655,8.594,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Honduras,HND,6.686,5.273,4.882,4.86,4.843,4.829,4.818,4.811,4.806,4.804,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,"Hong Kong SAR, China",HKG,5.2,5.1,5.9,6,6,6.1,6,6.2,6.3,6.4,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Hungary,HUN,14,13.3,13,13,12.9,13,12.8,12.8,13.4,13,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Iceland,ISL,6.7,6.5,6.3,6.4,6.2,6.1,6.7,6.3,6.6,6.9,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,India,IND,10.862,8.692,7.632,7.534,7.451,7.385,7.339,7.312,7.303,7.31,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Indonesia,IDN,7.918,7.262,7.146,7.115,7.092,7.079,7.075,7.08,7.096,7.122,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,"Iran, Islamic Rep.",IRN,7.282,5.116,5.011,4.93,4.839,4.747,4.665,4.597,4.546,4.513,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Iraq,IRQ,6.996,5.575,5.652,5.578,5.484,5.381,5.279,5.183,5.096,5.02,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Ireland,IRL,8.9,8.2,6.3,6.1,6.2,6.4,6.4,6.3,6.5,6.4,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Israel,ISR,6.8,6,5.2,5.2,5.3,5.3,5.2,5.2,5.3,5.1,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Italy,ITA,9.6,9.8,10,9.9,10,10.3,10,9.8,10.7,10.1,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Jamaica,JAM,6.987,7.214,6.896,6.862,6.844,6.842,6.856,6.885,6.928,6.98,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Japan,JPN,6.7,7.7,9.1,9.5,9.9,10,10.1,10.1,10.3,10.5,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Jordan,JOR,5.064,4.126,3.878,3.867,3.857,3.848,3.84,3.834,3.829,3.828,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Kazakhstan,KAZ,7.9,10.06,8.9,8.97,8.75,8.51,7.98,7.57,7.48,7.37,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Kenya,KEN,10.445,12.427,7.794,7.273,6.843,6.494,6.213,5.998,5.841,5.732,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Kiribati,KIR,9.738,7.576,7.15,7.134,7.112,7.088,7.062,7.036,7.01,6.986,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,"Korea, Dem. People’s Rep.",PRK,5.663,9.076,8.817,8.777,8.72,8.675,8.662,8.687,8.75,8.844,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,"Korea, Rep.",KOR,5.6,5.2,5,5.1,5.1,5.3,5.3,5.3,5.4,5.5,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Kosovo,XKX,6.7,7,7,7.1,7,7,7,7,7,7,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Kuwait,KWT,2.561,2.527,2.541,2.545,2.554,2.571,2.597,2.633,2.681,2.739,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Kyrgyz Republic,KGZ,6.9,7,6.7,6.6,6.5,6.5,6.1,6.1,5.8,5.5,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Lao PDR,LAO,13.682,9.764,7.528,7.366,7.218,7.084,6.963,6.854,6.754,6.663,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Latvia,LVA,13.1,13.6,14,14.3,13.9,14.3,14.3,14.3,14.4,14.6,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Lebanon,LBN,6.826,5.503,4.629,4.6,4.582,4.573,4.57,4.575,4.591,4.62,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Lesotho,LSO,10.464,15.727,14.812,14.383,14.026,13.713,13.425,13.16,12.919,12.702,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Liberia,LBR,18.168,14.167,9.729,9.348,9.054,8.807,8.577,8.35,8.12,7.888,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Libya,LBY,5.151,4.75,4.825,4.909,4.996,5.075,5.137,5.179,5.201,5.208,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Liechtenstein,LIE,6.8,7.3,6.4,6.6,6.8,6.1,6.7,7.2,6.7,7.2,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Lithuania,LTU,10.8,11.1,13.3,13.6,13.6,13.7,14,13.7,14.4,14.3,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Luxembourg,LUX,9.9,8.6,7.3,7.4,7.4,7.3,7,6.9,7,6.8,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,"Macao SAR, China",MAC,4.53,3.852,3.694,3.676,3.666,3.667,3.682,3.711,3.753,3.806,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,"Macedonia, FYR",MKD,7.547,8.302,9.447,9.522,9.574,9.615,9.655,9.697,9.745,9.798,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Madagascar,MDG,15.153,10.199,7.582,7.374,7.173,6.981,6.801,6.633,6.475,6.328,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Malawi,MWI,18.627,16.544,10.574,9.844,9.199,8.643,8.174,7.794,7.498,7.276,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Malaysia,MYS,4.909,4.458,4.674,4.691,4.708,4.731,4.764,4.809,4.865,4.93,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Maldives,MDV,8.761,4.682,3.389,3.395,3.409,3.42,3.42,3.406,3.377,3.339,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Mali,MLI,20.492,18.285,12.908,12.481,12.093,11.727,11.37,11.017,10.667,10.32,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Malta,MLT,7.8,7.5,7.8,7.3,7.8,8.1,7.6,7.7,8,7.6,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Marshall Islands,MHL,..,..,..,..,3.7,..,..,..,..,..,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Mauritania,MRT,10.572,9.58,8.658,8.521,8.39,8.267,8.154,8.051,7.96,7.88,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Mauritius,MUS,6.6,6.7,7.4,7.3,7.3,7.4,7.5,7.7,7.7,8.1,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Mexico,MEX,5.4,4.655,4.648,4.676,4.706,4.736,4.766,4.796,4.824,4.852,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,"Micronesia, Fed. Sts.",FSM,6.533,6.319,6.286,6.272,6.259,6.247,6.237,6.228,6.223,6.222,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Moldova,MDA,10.355,11.716,11.919,11.786,11.641,11.517,11.436,11.405,11.424,11.481,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Monaco,MCO,..,..,..,..,..,..,..,..,7.6,7.9,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Mongolia,MNG,10.058,7.688,6.666,6.57,6.479,6.403,6.348,6.317,6.308,6.318,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Montenegro,MNE,7.159,9.747,10.15,10.04,9.93,9.84,9.787,9.775,9.803,9.863,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Morocco,MAR,7.387,6.322,5.372,5.308,5.259,5.22,5.19,5.165,5.145,5.13,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Mozambique,MOZ,21.078,16.466,12.38,12.006,11.658,11.325,11.002,10.686,10.381,10.091,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Myanmar,MMR,10.324,9.104,8.368,8.276,8.196,8.136,8.099,8.087,8.101,8.135,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Namibia,NAM,8.752,10.997,10.48,9.881,9.276,8.704,8.196,7.776,7.455,7.23,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Nepal,NPL,12.925,8.507,6.767,6.67,6.584,6.508,6.441,6.382,6.329,6.283,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Netherlands,NLD,8.6,8.8,8.1,8.2,8.1,8.4,8.4,8.3,8.7,8.7,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,New Caledonia,NCL,5.4,5.1,5.1,4.8,5.2,5.1,5.2,5.2,5.4,5.7,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,New Zealand,NZL,8.1,6.91,6.73,6.53,6.86,6.82,6.65,6.88,6.87,6.64,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Nicaragua,NIC,7.406,5.288,4.815,4.795,4.779,4.768,4.764,4.766,4.773,4.784,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Niger,NER,22.987,17.269,12.296,11.786,11.32,10.903,10.536,10.218,9.942,9.7,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Nigeria,NGA,18.578,17.894,14.648,14.306,13.987,13.681,13.376,13.071,12.766,12.462,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Norway,NOR,10.9,9.8,8.6,8.5,8.4,8.4,8.1,7.9,7.8,7.8,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Oman,OMN,5.483,3.518,2.845,2.799,2.754,2.709,2.663,2.618,2.574,2.533,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Pakistan,PAK,10.774,8.728,7.859,7.767,7.67,7.576,7.489,7.412,7.344,7.283,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Palau,PLW,7.7,6.5,8.5,8.1,8.3,7.8,10.9,9.5,7.7,10,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Panama,PAN,4.945,4.776,4.892,4.909,4.925,4.941,4.958,4.976,4.995,5.016,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Papua New Guinea,PNG,9.485,8.315,7.323,7.272,7.234,7.204,7.178,7.155,7.133,7.112,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Paraguay,PRY,6.429,5.771,5.58,5.581,5.586,5.598,5.618,5.647,5.685,5.729,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Peru,PER,7.289,5.788,5.557,5.577,5.595,5.61,5.624,5.635,5.643,5.65,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Philippines,PHL,6.602,5.989,6.093,6.174,6.258,6.336,6.403,6.457,6.496,6.524,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Poland,POL,10.2,9.6,10.1,9.9,9.9,10.1,10.2,9.9,10.4,10.2,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Portugal,PRT,10.3,10.2,9.9,10,9.7,10.2,10.2,10.1,10.5,10.7,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Puerto Rico,PRI,7.3,7.48,7.78,7.833,8,8.1,8.1,8.5,8.084,8.1,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Qatar,QAT,2.166,2.018,1.568,1.534,1.51,1.496,1.491,1.495,1.509,1.531,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Romania,ROU,10.6,11.4,12.6,12.8,12.5,12.7,12.4,12.8,13.2,13,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Russian Federation,RUS,11.2,15.3,14.1,14.2,13.5,13.3,13,13.1,13,12.9,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Rwanda,RWA,32.44,13.717,8.225,7.654,7.211,6.86,6.572,6.332,6.132,5.966,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Samoa,WSM,7.268,6.097,5.378,5.281,5.191,5.113,5.052,5.009,4.983,4.973,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,San Marino,SMR,..,..,6.26666666666667,6.53333333333333,6.8,7.1,7.4,7.7,7.1,7.6,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Sao Tome and Principe,STP,10.066,9.028,7.488,7.359,7.244,7.135,7.027,6.918,6.806,6.694,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Saudi Arabia,SAU,4.935,3.737,3.587,3.572,3.557,3.543,3.534,3.533,3.54,3.557,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Senegal,SEN,11.367,10.72,7.656,7.321,7.015,6.738,6.488,6.266,6.071,5.899,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Serbia,SRB,..,13.8,14.2,14.2,14.2,14.2,14,14.2,14.6,14.3,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Seychelles,SYC,7.7,6.8,7.8,7.4,7.9,7.4,8,7.9,7.5,7.9,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Sierra Leone,SLE,26.331,23.986,16.152,15.45,14.811,14.247,13.765,13.361,13.028,12.751,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Singapore,SGP,4.7,4.5,4.3,4.4,4.5,4.5,4.6,4.7,4.8,4.8,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Sint Maarten (Dutch part),SXM,..,..,3.1,4.1,5.1,5.4,4.7,4.7,4.6,..,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Slovak Republic,SVK,10.3,9.8,9.8,9.9,9.6,9.7,9.6,9.5,9.9,9.6,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Slovenia,SVN,9.3,9.3,9.2,9.1,9.1,9.4,9.4,9.2,9.6,9.5,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Solomon Islands,SLB,11.012,7.531,5.641,5.477,5.324,5.184,5.058,4.948,4.852,4.771,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Somalia,SOM,19.556,15.497,13.197,12.941,12.682,12.421,12.157,11.893,11.629,11.367,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,South Africa,ZAF,8.28,11.624,13.575,12.997,12.346,11.684,11.066,10.529,10.102,9.793,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,South Sudan,SSD,20.743,15.996,13.089,12.76,12.434,12.116,11.811,11.52,11.244,10.982,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Spain,ESP,8.6,8.9,8.3,8.2,8.3,8.6,8.3,8.5,9.1,8.8,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Sri Lanka,LKA,6.498,7.007,6.422,6.489,6.547,6.603,6.666,6.737,6.814,6.899,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,St. Lucia,LCA,6.409,7.378,6.772,6.896,7.045,7.193,7.318,7.411,7.472,7.506,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,St. Martin (French part),MAF,2.8,3.3,3.8,3.8,3.9,4,4,4.1,4.2,4.2,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,St. Vincent and the Grenadines,VCT,6.654,7.331,7.173,7.114,7.07,7.047,7.046,7.069,7.115,7.18,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Sudan,SDN,12.045,10.289,8.395,8.205,8.031,7.876,7.74,7.622,7.522,7.435,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Suriname,SUR,7.243,7.45,7.13,7.111,7.111,7.129,7.16,7.202,7.254,7.313,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Sweden,SWE,11.1,10.5,9.7,9.6,9.5,9.7,9.4,9.2,9.3,9.2,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Switzerland,CHE,9.5,8.7,8.1,8,7.8,8,8,7.8,8.2,7.8,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Syrian Arab Republic,SYR,4.509,3.716,4.103,4.457,4.818,5.142,5.391,5.545,5.589,5.522,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Tajikistan,TJK,9.703,7.033,5.568,5.485,5.408,5.341,5.284,5.235,5.194,5.158,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Tanzania,TZA,14.993,13.46,8.998,8.633,8.29,7.959,7.635,7.318,7.015,6.737,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Thailand,THA,5.707,6.877,7.229,7.284,7.354,7.437,7.531,7.636,7.75,7.872,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Timor-Leste,TLS,15.601,9.407,6.082,5.988,5.922,5.865,5.803,5.727,5.635,5.53,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Togo,TGO,12.045,12.697,10.535,10.165,9.818,9.504,9.232,9.007,8.827,8.686,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Tonga,TON,5.966,6.248,6.168,6.147,6.124,6.098,6.072,6.044,6.016,5.989,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Trinidad and Tobago,TTO,7.56,8.073,8.975,9.049,9.123,9.2,9.286,9.383,9.491,9.612,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Tunisia,TUN,6.279,5.538,6.169,6.239,6.295,6.335,6.357,6.364,6.357,6.341,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Turkey,TUR,8.247,6.465,5.866,5.849,5.835,5.824,5.817,5.814,5.814,5.819,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Turkmenistan,TKM,8.811,7.771,7.245,7.214,7.189,7.167,7.145,7.122,7.098,7.076,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Uganda,UGA,18.374,15.976,10.495,10.125,9.802,9.523,9.28,9.066,8.874,8.697,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Ukraine,UKR,12.1,15.3,15.3,15.2,14.5,14.5,14.6,14.7,14.9,14.7,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,United Arab Emirates,ARE,2.7,1.91,1.485,1.474,1.473,1.482,1.499,1.524,1.555,1.592,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,United Kingdom,GBR,11.2,10.3,9,8.9,8.7,8.9,9,8.8,9.2,9.1,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,United States,USA,8.6,8.5,7.9,7.995,8.073,8.102,8.215,8.237,8.44,8.4,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Uruguay,URY,9.788,9.424,9.237,9.248,9.267,9.29,9.313,9.334,9.352,9.366,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Uzbekistan,UZB,6.1,5.50084067553592,4.8,4.9,4.9,4.9,4.8,4.9,4.9,4.9,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Vanuatu,VUT,8.133,6.227,4.942,4.89,4.852,4.825,4.806,4.792,4.782,4.775,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,"Venezuela, RB",VEN,5.289,4.983,5.29,5.342,5.392,5.439,5.483,5.526,5.567,5.609,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Vietnam,VNM,6.362,5.539,5.68,5.709,5.734,5.755,5.774,5.791,5.806,5.821,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Virgin Islands (U.S.),VIR,4.625,6,6.6,6.6,6.6,6.7,6.9,7.1,7.3,7.6,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,West Bank and Gaza,PSE,6.72,4.5,3.62,3.601,3.583,3.565,3.548,3.531,3.514,3.498,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,"Yemen, Rep.",YEM,11.472,9.09,7.234,7.088,6.958,6.842,6.735,6.636,6.543,6.456,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Zambia,ZMB,17.994,17.241,10.8,10.144,9.56,9.054,8.626,8.276,7.998,7.78,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Zimbabwe,ZWE,9.612,16.256,12.774,11.838,10.954,10.148,9.441,8.856,8.402,8.078,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Arab World,ARB,7.98396745320718,6.47700219633785,5.85195173773151,5.80762030804291,5.76762330565707,5.72780019544933,5.68594200474975,5.64133474992918,5.59521019987047,5.54867665702495,..,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Caribbean small states,CSS,7.30972353254927,7.47376418178636,7.4165641511839,7.43640664862547,7.45085568530134,7.4831462720883,7.52370702723557,7.57802182069338,7.62561928339648,7.68467767511748,..,..
