Source1,Source2,Date,Mean,YearMonth,PCP,TAVG,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1947-10,0.06,194710,2.28,58.8,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1947-09,-0.14,194709,2.16,66.54,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1947-08,-0.08,194708,2.39,74.08,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1947-07,-0.06,194707,1.99,72.81,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1947-06,0,194706,3.83,66.72,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1947-05,-0.06,194705,3.19,60.13,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1947-04,0.04,194704,3.01,50.95,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1947-03,0.05,194703,2.27,38.75,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1947-02,-0.08,194702,1.03,31.41,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1947-01,-0.13,194701,2.43,31.78,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1946-12,-0.29,194612,1.94,36.18,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1946-11,-0.02,194611,3.08,41.74,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1946-10,-0.06,194610,2.72,53.15,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1946-09,-0.02,194609,2.64,64.54,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1946-08,-0.08,194608,2.58,71.17,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1946-07,-0.09,194607,2.57,73.85,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1946-06,-0.17,194606,2.88,68.32,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1946-05,-0.04,194605,3.75,58.75,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1946-04,0.11,194604,1.66,54.61,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1946-03,0,194603,2.67,46.78,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1946-02,0.06,194602,2.06,34.88,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1946-01,0.15,194601,2.54,31.39,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1945-12,-0.1,194512,2.7,29.08,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1945-11,0.1,194511,2.24,42.01,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1945-10,0.22,194510,2,54.14,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1945-09,0.22,194509,3.44,64.99,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1945-08,0.25,194508,2.6,72.16,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1945-07,0.07,194507,3.05,72.93,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1945-06,0.02,194506,3.41,65.88,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1945-05,0.1,194505,2.87,58.28,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1945-04,0.24,194504,3.05,50.22,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1945-03,0.11,194503,3.12,45.54,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1945-02,0.02,194502,2.75,35.28,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1945-01,0.13,194501,1.8,30.49,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1944-12,0.05,194412,2.06,30.67,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1944-11,0.12,194411,2.68,41.5,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1944-10,0.27,194410,1.34,55.27,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1944-09,0.31,194409,2.39,65.26,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1944-08,0.23,194408,2.96,72.1,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1944-07,0.23,194407,2.31,72.79,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1944-06,0.22,194406,3.01,68.36,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1944-05,0.26,194405,3,62.02,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1944-04,0.27,194404,3.3,48.97,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1944-03,0.34,194403,3.03,38.5,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1944-02,0.31,194402,2.66,34.5,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1944-01,0.41,194401,1.88,32.02,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1943-12,0.28,194312,1.74,32.59,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1943-11,0.25,194311,1.44,40.91,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1943-10,0.3,194310,1.9,53.69,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1943-09,0.11,194309,1.89,64.33,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1943-08,0.03,194308,2.12,73.45,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1943-07,0.14,194307,2.57,74.26,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1943-06,-0.01,194306,3.27,68.77,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1943-05,0.1,194305,3.39,59.72,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1943-04,0.13,194304,2.13,52.88,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1943-03,0.01,194303,2.88,38.5,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1943-02,0.22,194302,1.25,36.28,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1943-01,-0.01,194301,2.23,29.41,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1942-12,0.12,194212,3,32.97,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1942-11,0.13,194211,2.35,43.16,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1942-10,0.06,194210,2.1,54.57,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1942-09,0,194209,2.7,63.66,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1942-08,-0.03,194208,3.16,71.78,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1942-07,0.02,194207,2.52,73.96,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1942-06,0.11,194206,3.46,67.91,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1942-05,0.14,194205,3.16,59.09,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1942-04,0.14,194204,2.84,53.06,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1942-03,0.13,194203,2.46,41.31,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1942-02,0.05,194202,2,30.74,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1942-01,0.26,194201,1.58,29.84,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1941-12,0.14,194112,2.81,36.12,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1941-11,0.12,194111,1.72,42.91,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1941-10,0.24,194110,3.77,55.2,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1941-09,0.02,194109,3.16,64.53,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1941-08,0.14,194108,2.78,72.07,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1941-07,0.15,194107,3.15,73.98,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1941-06,0.04,194106,3.8,67.8,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1941-05,0.1,194105,2.67,62.33,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1941-04,0.11,194104,3.01,52.02,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1941-03,0.06,194103,2.09,39.2,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1941-02,0.23,194102,1.77,33.53,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1941-01,0.13,194101,2.08,32.2,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1940-12,0.19,194012,2.84,36.05,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1940-11,0.13,194011,2.91,39,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1940-10,0.07,194010,1.77,56.08,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1940-09,0.12,194009,2,65.35,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1940-08,0.01,194008,2.97,72.14,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1940-07,0.1,194007,2.5,74.14,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1940-06,0.05,194006,2.98,69.6,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1940-05,0.05,194005,2.22,60.85,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1940-04,0.16,194004,3.04,50.23,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1940-03,0.12,194003,2.27,41.52,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1940-02,0.06,194002,2.98,33.85,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1940-01,-0.15,194001,1.93,23.83,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1939-12,0.4,193912,1.88,37.72,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1939-11,0.06,193911,0.99,42.3,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1939-10,-0.03,193910,1.6,54.72,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1939-09,0,193909,1.62,67.37,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1939-08,-0.05,193908,2.71,72.64,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1939-07,-0.06,193907,2.36,74.88,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1939-06,-0.08,193906,3.32,68.86,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1939-05,-0.07,193905,2.2,62.71,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1939-04,-0.12,193904,2.16,51.53,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1939-03,-0.2,193903,2.07,42.51,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1939-02,-0.12,193902,2.93,29.98,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1939-01,-0.13,193901,2.49,33.91,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1938-12,-0.26,193812,1.71,34.21,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1938-11,0.01,193811,2.01,39.94,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1938-10,0.11,193810,1.3,56.41,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1938-09,0.03,193809,2.45,66.63,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1938-08,-0.04,193808,2.06,73.72,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1938-07,-0.09,193807,3.34,73.78,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1938-06,-0.17,193806,3.12,68.77,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1938-05,-0.07,193805,3.24,59.85,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1938-04,0.05,193804,2.69,51.73,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1938-03,0.05,193803,3.3,45.01,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1938-02,-0.04,193802,2.41,36,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1938-01,0,193801,2.11,32.14,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1937-12,-0.12,193712,2.43,32.7,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1937-11,0.09,193711,2.16,40.82,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1937-10,0.1,193710,2.61,53.89,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1937-09,0.14,193709,2,65.7,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1937-08,0.03,193708,2.55,74.66,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1937-07,-0.05,193707,2.62,74.59,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1937-06,-0.08,193706,3.11,68.79,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1937-05,-0.07,193705,2.33,61.93,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1937-04,-0.17,193704,2.68,50.11,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1937-03,-0.17,193703,2.15,38.84,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1937-02,0.05,193702,2.22,31.73,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1937-01,-0.11,193701,3.65,24.84,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1936-12,-0.04,193612,2.79,34.47,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1936-11,-0.05,193611,1.14,39.81,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1936-10,-0.04,193610,2.08,53.49,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1936-09,-0.06,193609,2.99,66.36,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1936-08,-0.12,193608,2.21,74.59,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1936-07,-0.06,193607,2.31,76.8,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1936-06,-0.19,193606,1.91,70.61,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1936-05,-0.17,193605,2.25,63.46,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1936-04,-0.2,193604,2,50.22,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1936-03,-0.23,193603,2.1,43.43,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1936-02,-0.39,193602,2.62,25.23,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1936-01,-0.29,193601,2.88,27.36,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1935-12,-0.22,193512,1.77,30.74,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1935-11,-0.29,193511,2.04,39.49,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1935-10,-0.08,193510,1.62,53.8,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1935-09,-0.17,193509,2.46,64.8,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1935-08,-0.17,193508,2.46,72.99,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1935-07,-0.19,193507,2.65,75.13,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1935-06,-0.23,193506,3.19,67.64,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1935-05,-0.26,193505,3.72,57.33,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1935-04,-0.35,193504,2.73,49.71,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1935-03,-0.13,193503,2.74,43.61,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1935-02,0.11,193502,1.7,36.01,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1935-01,-0.37,193501,2.4,31.51,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1934-12,-0.09,193412,1.92,32.67,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1934-11,-0.01,193411,3,45.01,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1934-10,-0.11,193410,1.69,56.52,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1934-09,-0.16,193409,2.87,63.84,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1934-08,-0.1,193408,2.26,73.53,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1934-07,-0.11,193407,2.07,76.37,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1934-06,-0.14,193406,2.59,70.68,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1934-05,-0.11,193405,1.81,64.71,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1934-04,-0.27,193404,1.77,53.74,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1934-03,-0.31,193403,2.34,42.78,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1934-02,-0.04,193402,1.65,34.32,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1934-01,-0.27,193401,1.82,35.08,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1933-12,-0.47,193312,2.66,36.43,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1933-11,-0.31,193311,1.05,42.53,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1933-10,-0.24,193310,1.66,55.2,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1933-09,-0.26,193309,2.4,67.73,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1933-08,-0.23,193308,2.86,71.92,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1933-07,-0.2,193307,2.83,75.13,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1933-06,-0.32,193306,1.45,71.56,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1933-05,-0.25,193305,3.39,59.83,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1933-04,-0.23,193304,2.54,49.84,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1933-03,-0.29,193303,2.47,41.83,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1933-02,-0.32,193302,1.94,29.59,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1933-01,-0.34,193301,2.25,34.3,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1932-12,-0.22,193212,2.92,29.41,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1932-11,-0.26,193211,2.02,40.75,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1932-10,-0.1,193210,2.48,52.32,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1932-09,-0.11,193209,2.16,64.69,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1932-08,-0.24,193208,2.85,72.57,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1932-07,-0.24,193207,2.6,74.1,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1932-06,-0.3,193206,3.06,69.24,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1932-05,-0.22,193205,2.42,60.51,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1932-04,-0.07,193204,2.14,51.6,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1932-03,-0.2,193203,2.31,37.36,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1932-02,-0.18,193202,2.23,36.7,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1932-01,0.13,193201,3.25,31.55,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1931-12,-0.1,193112,3.38,35.06,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1931-11,-0.12,193111,2.54,43.38,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1931-10,0,193110,1.9,56.57,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1931-09,-0.06,193109,2.06,68.13,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1931-08,0,193108,2.72,71.96,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1931-07,0.01,193107,2.71,75.81,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1931-06,-0.06,193106,2.14,70.7,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1931-05,-0.22,193105,2.29,59.43,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1931-04,-0.21,193104,2.07,51.06,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1931-03,-0.06,193103,2.31,39.42,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1931-02,-0.22,193102,1.84,37.94,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1931-01,-0.1,193101,1.56,32.99,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1930-12,-0.09,193012,1.28,31.17,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1930-11,0.14,193011,2.28,41.09,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1930-10,-0.08,193010,2.31,51.69,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1930-09,-0.11,193009,2.33,65.75,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1930-08,-0.11,193008,1.96,72.9,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1930-07,-0.17,193007,1.79,75.04,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1930-06,-0.19,193006,2.33,68.41,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1930-05,-0.25,193005,3.17,59.23,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1930-04,-0.26,193004,1.83,54.41,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1930-03,-0.08,193003,1.98,40.41,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1930-02,-0.24,193002,1.74,40.1,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1930-01,-0.29,193001,2.58,23.54,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1929-12,-0.55,192912,2.21,33.96,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1929-11,-0.14,192911,1.96,38.41,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1929-10,-0.15,192910,2.6,53.92,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1929-09,-0.23,192909,2.75,63.41,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1929-08,-0.29,192908,1.8,72.63,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1929-07,-0.33,192907,2.57,73.6,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1929-06,-0.43,192906,2.63,67.5,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1929-05,-0.39,192905,3.51,58.86,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1929-04,-0.4,192904,2.93,51.17,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1929-03,-0.34,192903,2.81,43.56,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1929-02,-0.61,192902,2.02,26.92,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1929-01,-0.47,192901,2.36,26.31,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1928-12,-0.2,192812,1.74,32.94,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1928-11,-0.09,192811,2.15,41.58,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1928-10,-0.19,192810,2.23,55.08,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1928-09,-0.2,192809,2.11,63.27,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1928-08,-0.25,192808,3.15,71.82,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1928-07,-0.21,192807,3.07,73.4,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1928-06,-0.41,192806,4.28,65.91,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1928-05,-0.3,192805,2.34,61.52,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1928-04,-0.29,192804,2.92,48.06,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1928-03,-0.28,192803,2.39,43.12,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1928-02,-0.12,192802,1.84,34.34,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1928-01,-0.04,192801,1.28,31.98,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1927-12,-0.36,192712,2.68,28.22,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1927-11,-0.04,192711,2.75,44.35,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1927-10,-0.01,192710,2.35,55.9,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1927-09,-0.06,192709,2.48,64.98,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1927-08,-0.19,192708,2.72,69.37,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1927-07,-0.15,192707,2.84,72.68,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1927-06,-0.27,192706,3.12,67.21,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1927-05,-0.25,192705,2.99,59.76,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1927-04,-0.31,192704,3.05,51.58,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1927-03,-0.39,192703,2.59,42.26,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1927-02,-0.21,192702,2.72,37.9,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1927-01,-0.28,192701,1.77,31.55,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1926-12,-0.3,192612,2.67,31.33,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1926-11,-0.06,192611,2.87,40.46,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1926-10,-0.11,192610,2.49,54.95,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1926-09,-0.11,192609,3.23,64.11,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1926-08,-0.11,192608,3.22,72.34,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1926-07,-0.21,192607,2.86,73.36,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1926-06,-0.25,192606,2.49,68.2,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1926-05,-0.25,192605,2.21,61.02,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1926-04,-0.15,192604,2.18,50.04,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1926-03,0.12,192603,2.31,39.65,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1926-02,0.07,192602,2.05,37.67,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1926-01,0.2,192601,2.36,30.31,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1925-12,0.11,192512,1.66,32.5,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1925-11,0.03,192511,2.16,40.41,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1925-10,-0.17,192510,2.99,48.92,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1925-09,-0.13,192509,2.88,66.67,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1925-08,-0.19,192508,2.06,71.4,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1925-07,-0.3,192507,2.65,74.14,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1925-06,-0.34,192506,2.91,69.84,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1925-05,-0.3,192505,1.92,60.01,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1925-04,-0.25,192504,2.1,54.72,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1925-03,-0.24,192503,1.56,44.24,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1925-02,-0.35,192502,1.78,38.3,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1925-01,-0.34,192501,2.29,29.08,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1924-12,-0.43,192412,2.62,27.59,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1924-11,-0.23,192411,1.37,42.4,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1924-10,-0.36,192410,1.53,54.97,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1924-09,-0.3,192409,2.92,62.74,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1924-08,-0.35,192408,2.21,72.07,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1924-07,-0.27,192407,2.37,71.89,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1924-06,-0.28,192406,2.77,68.59,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1924-05,-0.19,192405,2.42,57.9,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1924-04,-0.35,192404,2.26,50.27,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1924-03,-0.12,192403,2.22,37.18,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1924-02,-0.27,192402,1.83,35.19,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1924-01,-0.24,192401,2,26.26,
GISTEMP,"NOAA, US data Camp Mabry, Texas",1923-12,-0.06,192312,2.83,35.98,
